"","Price","Fuel","Engine","Horsepower","Power_Nm","Acceleration","Consumption","CO2","Autonomy_klm","Taxation","Air_condition","Clima","Back_electric_windows","Heated_mirrors"
"387",17034," Diesel",1499,85,215,12.5,3.1,84,1355,0,"YES","NO","YES","YES"
"388",20009," Diesel",1499,120,270,9,3.5,89,1200,0,"NO","YES","YES","YES"
"389",17295," Gasoline",998,100,170,11,5,114,840,112,"YES","NO","YES","YES"
"390",18925," Gasoline",998,125,170,10.4,5,114,840,112,"YES","NO","YES","YES"
"391",20938," Gasoline",998,140,180,9.4,5.2,119,808,117,"YES","NO","YES","YES"
"392",19312," Diesel",1499,120,270,9.4,4.4,112,909,110,"YES","NO","YES","YES"
"393",18982," Gasoline",999,125,200,10,4.8,108,1083,106,"YES","NO","YES","YES"
"394",19449," Gasoline",999,125,200,10,4.8,108,1083,106,"YES","NO","YES","YES"
"395",20201," Gasoline",999,125,200,10,4.8,108,1083,106,"NO","YES","YES","YES"
"396",20360," Gasoline",999,125,200,10,4.8,108,1083,106,"YES","NO","YES","YES"
"397",20763," Gasoline",999,125,200,11.1,5.6,126,929,151,"YES","NO","YES","YES"
"398",21121," Gasoline",999,125,200,11.1,5.6,126,929,151,"YES","NO","YES","YES"
"399",21519," Gasoline",999,125,200,11.1,5.6,126,929,151,"NO","YES","YES","YES"
"400",21718," Gasoline",999,125,200,11.1,5.6,126,929,151,"YES","NO","YES","YES"
"401",26186," Gasoline",999,125,200,10,4.8,108,1083,106,"NO","YES","YES","YES"
"402",26612," Gasoline",999,125,200,11.1,5.6,126,929,151,"NO","YES","YES","YES"
"403",20948," Gasoline",1497,150,240,8.8,5.3,123,981,148,"YES","NO","YES","YES"
"404",21154," Gasoline",1497,150,240,8.8,5.3,123,981,148,"YES","NO","YES","YES"
"405",21353," Gasoline",1497,150,240,8.8,5.3,123,981,148,"NO","YES","YES","YES"
"406",24148," Gasoline",1497,182,240,8.9,5.9,124,881,149,"YES","NO","YES","YES"
"407",26223," Gasoline",1497,150,240,8.8,5.3,123,981,148,"NO","YES","YES","YES"
"408",27377," Gasoline",1497,182,240,8.9,5.9,124,881,149,"NO","YES","YES","YES"
"409",20295," Diesel",1500,95,300,11.4,3.5,92,1343,83,"YES","NO","YES","YES"
"410",21322," Diesel",1500,120,300,10,3.6,94,1306,85,"YES","NO","YES","YES"
"411",22081," Diesel",1500,120,300,10,3.6,94,1306,85,"YES","NO","YES","YES"
"412",24062," Diesel",1500,120,300,10,3.6,94,1306,85,"YES","NO","YES","YES"
"413",24069," Diesel",1500,120,300,10,3.6,94,1306,85,"NO","YES","YES","YES"
"414",24643," Diesel",1500,120,300,10.2,4.2,111,1119,109,"YES","NO","YES","YES"
"415",25194," Diesel",1500,120,300,10.2,4.2,111,1119,109,"YES","NO","YES","YES"
"416",25873," Diesel",1500,120,300,10.2,4.2,111,1119,109,"NO","YES","YES","YES"
"417",25908," Diesel",1500,120,300,10.2,4.2,111,1119,109,"YES","NO","YES","YES"
"418",26916," Diesel",1500,120,300,10,3.6,94,1306,85,"NO","YES","YES","YES"
"419",32665," Diesel",1500,120,300,10.2,4.2,111,1119,109,"NO","YES","YES","YES"
"420",12411," Gasoline",1196,85,112,13.9,4.8,110,729,108,"NO","YES","YES","YES"
"445",23113," Gasoline",998,125,170,12,5.1,119,1216,117,"NO","YES","YES","YES"
"446",23994," Gasoline",1498,160,240,9.3,5.9,137,1051,164,"NO","YES","YES","YES"
"447",24741," Diesel",1499,120,270,12.1,4.2,109,1476,107,"NO","YES","YES","YES"
"448",25147," Diesel",1499,120,270,12.3,3.8,99,1632,89,"NO","YES","YES","YES"
"449",40019," Diesel",1997,180,400,8.3,4.4,115,1409,113,"NO","YES","YES","YES"
"450",45392," Gasoline",1999,240,345,7.9,7.3,169,849,414,"NO","YES","YES","YES"
"451",49077," Diesel",1997,180,400,8.6,4.6,124,1348,149,"NO","YES","YES","YES"
"452",50559," Diesel",1997,210,450,7.9,4.8,124,1292,149,"NO","YES","YES","YES"
"453",50887," Gasoline",1999,240,345,7.9,7.3,169,849,414,"NO","YES","YES","YES"
"454",47433," Gasoline",2300,317,432,5.8,8,179,738,439,"NO","YES","NO","YES"
"455",61186," Gasoline",4951,421,530,4.8,13.5,299,452,1112,"NO","YES","NO","YES"
"460",20650," Gasoline",988,129,200,10.8,4.8,110,958,108,"NO","YES","YES","YES"
"461",22150," Gasoline",988,129,200,10.6,4.7,106,979,104,"NO","YES","YES","YES"
"462",22190," Gasoline",988,129,200,10.8,4.8,110,958,108,"NO","YES","YES","YES"
"463",25250," Gasoline",988,129,200,10.6,4.7,106,979,104,"NO","YES","YES","YES"
"464",28070," Gasoline",1498,182,240,8.2,5.8,133,793,160,"NO","YES","YES","YES"
"465",31350," Gasoline",1498,182,240,8.2,6.1,139,754,167,"NO","YES","YES","YES"
"466",55650," Gasoline",1996,320,400,5.8,8.5,178,541,436,"NO","YES","YES","YES"
"467",33650," Gasoline",1498,173,220,9.3,6.3,143,905,265,"NO","YES","YES","YES"
"468",35650," Gasoline",1498,173,220,9.3,6.3,143,905,265,"NO","YES","YES","YES"
"469",37050," Gasoline",1498,173,220,9.3,6.6,151,864,279,"NO","YES","YES","YES"
"470",38550," Gasoline",1498,193,243,10,7.1,162,803,397,"NO","YES","YES","YES"
"471",46050," Gasoline",1498,193,243,10,7.1,162,803,397,"NO","YES","YES","YES"
"472",39900,"Hybrid",1993,184,315,8.8,5.3,120,1075,118,"NO","YES","YES","YES"
"473",42990,"Hybrid",1993,184,315,8.8,5.3,120,1075,118,"NO","YES","YES","YES"
"474",44990,"Hybrid",1993,184,315,9.2,5.5,126,1036,151,"NO","YES","YES","YES"
"477",22325," Gasoline",1498,130,155,10.2,5.6,130,893,156,"YES","NO","YES","YES"
"478",27220," Gasoline",1498,130,155,10.2,5.6,130,893,156,"NO","YES","YES","YES"
"479",28070," Gasoline",1498,130,155,11.4,6.9,121,725,145,"NO","YES","YES","YES"
"480",33950," Gasoline",1498,130,155,11.4,6.9,121,725,145,"NO","YES","YES","YES"
"481",15640," Gasoline",1318,102,123,11.2,5.1,117,784,115,"NO","YES","YES","YES"
"482",19250," Gasoline",1318,102,123,12.1,4.8,111,833,109,"NO","YES","YES","YES"
"483",10390," Gasoline",998,65,95,14.7,5.1,117,784,115,"YES","NO","NO","NO"
"484",11190," Gasoline",998,65,95,14.7,5.1,117,784,115,"YES","NO","YES","NO"
"485",11990," Gasoline",998,65,95,14.7,5.1,117,784,115,"YES","NO","YES","YES"
"486",10890," Gasoline",1248,87,120,12.1,5.5,125,727,150,"YES","NO","NO","NO"
"487",11690," Gasoline",1248,87,120,12.1,5.5,125,727,150,"YES","NO","YES","YES"
"488",12490," Gasoline",1248,87,120,12.1,5.5,125,727,150,"NO","YES","YES","YES"
"512",13990," Gasoline",998,100,175,10.8,4.4,102,1136,100,"YES","NO","YES","YES"
"513",14790," Gasoline",998,120,175,10.2,5.2,119,962,117,"YES","NO","YES","YES"
"514",14990," Gasoline",998,100,175,10.8,4.4,102,1136,100,"YES","NO","YES","YES"
"515",15390," Gasoline",998,100,175,11.4,5.2,118,962,116,"YES","NO","YES","YES"
"516",15790," Gasoline",998,120,175,10.2,5.2,119,962,117,"NO","YES","YES","YES"
"517",16190," Gasoline",998,120,175,10.5,5.3,121,943,145,"YES","NO","YES","YES"
"518",17090," Gasoline",998,120,175,10.5,5.3,121,943,145,"NO","YES","YES","YES"
"519",16390," Gasoline",998,100,175,11.4,5.2,118,962,116,"NO","YES","YES","YES"
"520",17690," Gasoline",998,120,175,10.5,5.3,121,943,145,"NO","YES","YES","YES"
"521",16590," Gasoline",998,120,175,10.2,5.2,119,962,117,"NO","YES","YES","YES"
"522",11690," Gasoline",1248,75,121,13.6,4.8,112,1042,110,"YES","NO","NO","NO"
"523",12190," Gasoline",1248,75,121,13.6,4.8,112,1042,110,"YES","NO","YES","YES"
"525",16640," Gasoline",998,120,171,11.1,5,115,1000,113,"YES","NO","YES","YES"
"526",17440," Gasoline",998,120,171,11.1,5,115,1000,113,"NO","YES","YES","YES"
"528",15040," Gasoline",1368,100,134,12.6,5.6,130,893,156,"YES","NO","YES","YES"
"529",15640," Gasoline",1368,100,134,12.6,5.6,130,893,156,"YES","NO","YES","YES"
"530",16340," Gasoline",1368,100,134,12.6,5.6,130,893,156,"NO","YES","YES","YES"
"531",17690," Diesel",1582,95,280,12.2,3.8,98,1316,88,"YES","NO","YES","YES"
"532",17090," Diesel",1582,95,280,12.2,3.8,98,1316,88,"YES","NO","YES","YES"
"533",19490," Diesel",1582,115,280,11,3.8,99,1316,89,"YES","NO","YES","YES"
"534",20190," Diesel",1582,115,280,11,3.8,99,1316,89,"NO","YES","YES","YES"
"535",21390," Diesel",1582,136,300,10.2,3.9,102,1282,100,"NO","YES","YES","YES"
"536",26990," Gasoline",1998,250,353,6.4,7,159,714,294,"NO","YES","YES","YES"
"537",28750," Gasoline",1998,275,353,6.1,7.1,163,704,399,"NO","YES","YES","YES"
"538",17240," Gasoline",998,120,171,11.5,5.2,120,962,118,"NO","YES","YES","YES"
"539",17770," Gasoline",998,120,171,11.5,5.2,120,962,118,"NO","YES","YES","YES"
"540",21340," Gasoline",1353,140,242,9.2,5.5,129,909,155,"NO","YES","YES","YES"
"560",20590," Gasoline",1591,132,160,11.8,6.9,159,899,294,"NO","YES","YES","YES"
"561",21490," Gasoline",1591,132,160,11.8,6.9,159,899,294,"NO","YES","YES","YES"
"571",18690," Gasoline",998,120,172,11.1,5.5,125,909,150,"YES","NO","YES","YES"
"572",20190," Gasoline",998,120,172,11.1,5.5,125,909,150,"NO","YES","YES","YES"
"573",20090," Gasoline",1353,140,242,8.9,5.7,130,877,156,"YES","NO","YES","YES"
"574",21590," Gasoline",1353,140,242,8.9,5.7,130,877,156,"NO","YES","YES","YES"
"575",20290," Diesel",1598,115,280,10.9,3.9,101,1282,99,"YES","NO","YES","YES"
"576",21090," Diesel",1598,115,280,10.9,3.9,101,1282,99,"YES","NO","YES","YES"
"577",21690," Diesel",1598,136,280,10.2,4.1,105,1220,103,"YES","NO","YES","YES"
"578",24890," Diesel",1598,136,280,10.2,4.1,105,1220,103,"NO","YES","YES","YES"
"581",39990," Hybrid-Plug-in",1580,141,265,10.8,1.4,31,3071,0,"NO","YES","YES","YES"
"582",10740," Gasoline",998,69,97,14.3,4.4,101,795,99,"YES","NO","NO","NO"
"583",12040," Gasoline",998,69,97,14.3,4.4,101,795,99,"YES","NO","NO","YES"
"584",15140," Gasoline",998,100,170,10.1,4.6,106,761,104,"YES","NO","YES","YES"
"585",15140," Gasoline",998,100,170,10.1,4.6,106,761,104,"YES","NO","YES","YES"
"586",11740," Gasoline",1248,85,123,12,5,114,700,112,"YES","NO","NO","NO"
"587",12540," Gasoline",1248,85,123,12,5,114,700,112,"NO","YES","YES","YES"
"593",16890," Gasoline",998,100,175,10.7,4.8,109,938,107,"YES","NO","YES","YES"
"594",17290," Gasoline",998,120,175,10.2,5,114,900,112,"NO","YES","YES","YES"
"595",13990," Gasoline",1248,84,125,12.9,5.3,114,849,112,"YES","NO","NO","YES"
"596",15590," Gasoline",1248,84,125,12.9,5.3,114,849,112,"YES","NO","YES","YES"
"597",15790," Gasoline",1368,100,140,9.7,5.9,127,763,152,"YES","NO","NO","YES"
"601",23990," Gasoline",1591,177,265,9.2,7.3,170,849,417,"NO","YES","YES","YES"
"602",28690," Gasoline",1591,177,265,9.2,7.3,170,849,417,"NO","YES","YES","YES"
"608",15990," Gasoline",998,100,175,10.8,5,115,900,113,"YES","NO","YES","YES"
"609",17190," Gasoline",998,100,175,10.8,5,115,900,113,"YES","NO","YES","YES"
"610",17390," Gasoline",998,100,175,10.3,5,115,900,113,"YES","NO","YES","YES"
"611",17890," Mild-Hybird",998,100,175,10.8,5,115,900,113,"YES","NO","YES","YES"
"612",18590," Gasoline",998,100,175,10.3,5,115,900,113,"YES","NO","YES","YES"
"613",18690," Gasoline",998,100,175,10.8,5,115,900,113,"NO","YES","YES","YES"
"614",19390," Mild-Hybird",998,100,175,10.8,5,115,900,113,"NO","YES","YES","YES"
"615",20090," Mild-Hybird",998,120,175,10.6,5.2,120,865,118,"YES","NO","YES","YES"
"616",20090," Gasoline",998,100,175,10.3,5,115,900,113,"NO","YES","YES","YES"
"617",21590," Mild-Hybird",998,120,175,10.6,5.2,120,865,118,"NO","YES","YES","YES"
"618",14190," Gasoline",1248,84,122,13.2,5.2,118,865,116,"YES","NO","YES","YES"
"619",15390," Gasoline",1248,84,122,13.2,5.2,118,865,116,"YES","NO","YES","YES"
"621",21690," Gasoline",998,120,171,11.3,5.4,124,926,149,"YES","NO","YES","YES"
"622",22690," Gasoline",998,120,171,11.3,5.4,124,926,149,"NO","YES","YES","YES"
"623",23990," Gasoline",1353,140,242,9.4,6,137,833,164,"NO","YES","YES","YES"
"624",24990," Gasoline",1353,140,242,9.4,6,137,833,164,"NO","YES","YES","YES"
"625",38990," Hybrid-Plug-in",1580,141,265,11,1.4,32,2643,0,"NO","YES","YES","YES"
"627",27790," Gasoline",1591,204,265,7.7,6.7,143,746,265,"NO","YES","YES","YES"
"629",25290," Gasoline",1598,115,300,11.4,4.1,109,1220,107,"NO","YES","YES","YES"
"630",26290," Gasoline",1598,115,300,11.4,4.1,109,1220,107,"NO","YES","YES","YES"
"631",26290," Gasoline",1598,136,285,10.6,4.3,112,1163,110,"NO","YES","YES","YES"
"632",27290," Gasoline",1598,136,285,10.6,4.3,112,1163,110,"NO","YES","YES","YES"
"633",77750," Diesel",2993,211,520,10.7,8.5,224,1012,683,"NO","YES","YES","YES"
"634",84600," Diesel",2993,211,520,10.7,8.5,224,1012,683,"NO","YES","YES","YES"
"636",99000," Gasoline",4999,375,510,7.9,14.1,328,610,1220,"NO","YES","YES","YES"
"637",56600," Gasoline",1999,240,340,8.2,8,191,875,531,"NO","YES","YES","YES"
"638",59000," Gasoline",1999,240,340,7.6,8.7,199,632,553,"YES","NO","YES","YES"
"639",70000," Gasoline",1999,240,340,7.6,8.7,199,632,553,"NO","YES","YES","YES"
"640",74200," Gasoline",1999,240,340,7.6,8.7,199,632,553,"NO","YES","YES","YES"
"641",44600," Diesel",2179,150,400,11.2,4.9,129,1122,155,"YES","NO","YES","YES"
"642",61700," Diesel",2179,150,400,11.2,4.9,129,1122,155,"NO","YES","YES","YES"
"643",67000," Diesel",2179,150,400,11.2,4.9,129,1122,155,"NO","YES","YES","YES"
"644",155000," Diesel",4367,313,700,7.8,9.4,253,1106,941,"NO","YES","YES","YES"
"645",196000," Gasoline",4999,510,625,6.2,14.9,348,698,1295,"NO","YES","YES","YES"
"646",225000," Gasoline",4999,510,625,6.2,14.9,348,698,1295,"NO","YES","YES","YES"
"647",109100," Diesel",2993,256,600,8.9,8.8,230,955,702,"NO","YES","YES","YES"
"648",117950," Diesel",2993,256,600,8.9,8.8,230,955,702,"NO","YES","YES","YES"
"649",104500," Gasoline",4999,375,510,7.6,13.9,327,633,1216,"NO","YES","YES","YES"
"650",116000," Gasoline",4999,375,510,7.6,13.9,327,633,1216,"NO","YES","YES","YES"
"651",154500," Gasoline",4999,510,625,5.9,14.9,348,591,1295,"NO","YES","YES","YES"
"652",27800,"Hybrid",1798,136,142,10.3,3.6,82,1250,0,"NO","YES","YES","YES"
"653",34400,"Hybrid",1798,136,142,10.3,3.6,82,1250,0,"NO","YES","YES","YES"
"654",38180,"Hybrid",1798,136,142,10.3,3.6,82,1250,0,"NO","YES","YES","YES"
"655",65000,"Hybrid",2474,223,221,9.2,4.7,109,1383,107,"NO","YES","YES","YES"
"656",83700,"Hybrid",3456,292,352,5.9,5.9,137,1102,164,"NO","YES","YES","YES"
"657",39000,"Hybrid",2494,181,221,8.3,4.3,99,1535,89,"NO","YES","YES","YES"
"658",183800,"Hybrid",4969,445,520,6.1,8.6,199,977,553,"NO","YES","YES","YES"
"659",44700,"Hybrid",2494,197,210,9.2,5.1,116,1098,114,"NO","YES","YES","YES"
"660",84000,"Hybrid",3456,249,317,7.8,6.3,145,1032,268,"NO","YES","YES","YES"
"661",89300,"Hybrid",3456,249,317,7.8,6.3,145,1032,268,"NO","YES","YES","YES"
"662",107000,"Hybrid",3456,249,317,7.8,6.3,145,1032,268,"NO","YES","YES","YES"
"663",13719," Gasoline",1496,75,135,12.1,4.7,110,936,108,"YES","NO","YES","YES"
"664",14338," Gasoline",1496,75,135,12.1,4.7,110,936,108,"YES","NO","YES","YES"
"665",16093," Gasoline",1496,75,135,12.1,4.7,110,936,108,"NO","YES","YES","YES"
"666",16506," Gasoline",1496,90,148,9.4,4.5,105,978,103,"NO","YES","YES","YES"
"667",17228," Gasoline",1496,90,148,9.4,4.5,105,978,103,"NO","YES","YES","YES"
"668",17228," Gasoline",1496,90,148,12,4.8,112,917,110,"NO","YES","YES","YES"
"669",21516," Gasoline",1496,115,148,8.7,4.9,115,898,113,"NO","YES","YES","YES"
"670",27661," Diesel",1759,122,213,10.3,4.1,107,1244,105,"NO","YES","YES","YES"
"671",30794," Diesel",1759,122,213,10.3,4.1,107,1244,105,"NO","YES","YES","YES"
"672",25290," Mild-Hybird",1998,116,270,10.4,5.1,117,1000,115,"NO","YES","YES","YES"
"673",26758," Mild-Hybird",1998,116,270,10.4,5.1,117,1000,115,"NO","YES","YES","YES"
"674",34491," Gasoline",1998,145,213,9.9,6.2,142,1000,263,"NO","YES","YES","YES"
"675",36955," Gasoline",1998,165,213,10.5,6.2,141,1000,261,"NO","YES","YES","YES"
"676",36955," Gasoline",1998,165,213,9.4,6.4,152,969,281,"NO","YES","YES","YES"
"677",46078," Diesel",2191,184,445,9,5.1,133,1216,160,"NO","YES","YES","YES"
"678",48004," Diesel",2191,184,445,9,5.1,133,1216,160,"NO","YES","YES","YES"
"679",42240," Gasoline",2488,194,258,8.1,6.7,153,925,283,"NO","YES","YES","YES"
"680",46742," Gasoline",2488,194,258,8.1,6.7,153,925,283,"NO","YES","YES","YES"
"681",24263," Diesel",1759,115,270,9.9,4.4,114,1091,112,"NO","YES","YES","YES"
"682",26408," Diesel",1759,115,270,9.9,4.4,114,1091,112,"NO","YES","YES","YES"
"683",27198," Diesel",1759,115,270,9.9,4.4,114,1091,112,"NO","YES","YES","YES"
"684",19060," Gasoline",1998,121,206,9,6.2,141,774,261,"NO","YES","YES","YES"
"685",21214," Gasoline",1998,121,206,9,6.2,141,774,261,"NO","YES","YES","YES"
"686",25048," Gasoline",1998,121,206,9,6.2,141,774,261,"NO","YES","YES","YES"
"687",26088," Gasoline",1998,121,206,9,6.2,141,774,261,"NO","YES","YES","YES"
"688",31657," Gasoline",1998,150,206,8.8,7,160,629,296,"NO","YES","YES","YES"
"689",34368," Gasoline",1998,150,206,8.8,7,160,629,296,"NO","YES","YES","YES"
"690",27085," Diesel",1759,116,270,10.8,4.4,116,1091,114,"YES","NO","YES","YES"
"691",31736," Diesel",1759,116,270,10.8,4.4,116,1091,114,"NO","YES","YES","YES"
"692",41328," Diesel",1759,116,270,12.6,5.2,137,923,164,"NO","YES","YES","YES"
"693",25112," Gasoline",1998,122,213,10.6,5.1,116,941,114,"YES","NO","YES","YES"
"694",27628," Gasoline",1998,122,213,10.6,5.1,116,941,114,"NO","YES","YES","YES"
"695",28725," Gasoline",1998,180,224,8.5,4.6,105,1043,103,"NO","YES","YES","YES"
"696",33112," Gasoline",1998,180,224,8.9,4.9,111,980,109,"NO","YES","YES","YES"
"697",33112," Gasoline",1998,180,224,8.8,4.9,111,980,109,"NO","YES","YES","YES"
"698",27705," Gasoline",1998,165,213,10.3,6.4,146,875,270,"NO","YES","YES","YES"
"699",32026," Gasoline",1998,165,213,10.3,6.4,146,875,270,"NO","YES","YES","YES"
"700",35033," Gasoline",1998,165,213,10.8,7.2,163,806,399,"NO","YES","YES","YES"
"701",35353," Gasoline",1998,165,213,10.3,6.4,146,875,270,"NO","YES","YES","YES"
"702",36093," Gasoline",1998,165,213,10.3,6.4,146,875,270,"NO","YES","YES","YES"
"703",38412," Gasoline",1998,165,213,10.8,7.2,163,806,399,"NO","YES","YES","YES"
"704",41787," Gasoline",1998,165,213,10.8,7.2,163,806,399,"NO","YES","YES","YES"
"705",34556," Diesel",2191,150,380,9.9,5,130,1120,156,"NO","YES","YES","YES"
"706",36981," Diesel",2191,150,380,10.1,5.8,137,1000,164,"NO","YES","YES","YES"
"707",37588," Diesel",2191,150,380,9.9,5,130,1120,156,"NO","YES","YES","YES"
"708",40814," Diesel",2191,150,380,9.9,5,130,1120,156,"NO","YES","YES","YES"
"709",42355," Diesel",2191,150,380,10.1,5.8,137,1000,164,"NO","YES","YES","YES"
"710",43382," Diesel",2191,150,380,10.1,5.8,137,1000,164,"NO","YES","YES","YES"
"711",47528," Diesel",2191,184,445,9.3,5.2,137,1115,164,"NO","YES","YES","YES"
"712",50671," Diesel",2191,184,445,9.3,5.2,137,1115,164,"NO","YES","YES","YES"
"713",45260," Gasoline",2488,194,258,9.2,7.2,164,806,402,"NO","YES","YES","YES"
"714",48465," Gasoline",2488,194,258,9.2,7.2,164,806,402,"NO","YES","YES","YES"
"715",50869," Gasoline",2488,194,258,9.2,7.2,164,806,402,"NO","YES","YES","YES"
"718",24997," Gasoline",1496,131,150,8.3,6,139,750,167,"NO","YES","YES","YES"
"719",26139," Gasoline",1496,131,150,8.3,6,139,750,167,"NO","YES","YES","YES"
"720",27738," Gasoline",1496,131,150,8.3,6,139,750,167,"NO","YES","YES","YES"
"721",32736," Gasoline",1496,131,150,8.3,6,139,750,167,"NO","YES","YES","YES"
"722",34614," Gasoline",1998,160,200,7.3,6.9,161,652,394,"NO","YES","YES","YES"
"723",37325," Gasoline",1998,160,200,7.3,6.9,161,652,394,"NO","YES","YES","YES"
"724",41897," Gasoline",1998,160,200,7.3,6.9,161,652,394,"NO","YES","YES","YES"
"725",22125," Gasoline",1332,109,180,10.9,5.5,127,782,152,"NO","YES","YES","YES"
"726",27860," Gasoline",1332,136,240,9.2,5.6,127,857,152,"NO","YES","YES","YES"
"727",32605," Gasoline",1332,163,250,8.2,6,133,800,160,"NO","YES","YES","YES"
"729",22000," Gasoline",1461,95,240,12.4,4,106,1200,104,"NO","YES","YES","YES"
"730",27986," Gasoline",1461,116,260,10.6,3.8,101,1263,99,"NO","YES","YES","YES"
"731",40160," Gasoline",1950,150,320,8.1,4,107,1200,105,"NO","YES","YES","YES"
"732",43500," Gasoline",1950,190,400,7,4.3,114,1116,112,"NO","YES","YES","YES"
"733",45450," Gasoline",1991,224,350,6.2,6,141,800,261,"NO","YES","YES","YES"
"734",59150," Gasoline",1991,306,400,4.7,7.9,167,646,409,"NO","YES","YES","YES"
"735",82850," Gasoline",1991,421,500,3.9,8.9,189,573,525,"NO","YES","YES","YES"
"736",27911," Gasoline",1332,136,200,9.3,6.1,124,705,149,"NO","YES","YES","YES"
"737",32754," Gasoline",1332,163,250,8.3,6.1,124,705,149,"NO","YES","YES","YES"
"739",30300," Diesel",1461,116,260,10.6,4.6,103,935,101,"NO","YES","YES","YES"
"740",35320," Diesel",1461,150,320,8.2,4.1,105,1049,103,"NO","YES","YES","YES"
"741",28315," Gasoline",1332,109,200,11.3,5.5,130,782,156,"NO","YES","YES","YES"
"742",32560," Gasoline",1332,136,200,9.4,6.9,123,623,148,"NO","YES","YES","YES"
"743",32900," Gasoline",1332,163,250,8.5,6,135,717,162,"NO","YES","YES","YES"
"744",32150," Diesel",1461,95,260,12.7,5.3,120,811,118,"NO","YES","YES","YES"
"745",33590," Diesel",1461,115,260,10.9,5.3,119,811,117,"NO","YES","YES","YES"
"746",41970," Diesel",1950,190,320,8.3,4.9,129,878,155,"NO","YES","YES","YES"
"747",50906," Gasoline",1595,156,250,8.9,6,135,800,162,"NO","YES","YES","YES"
"748",55564," Gasoline",1595,156,250,8.9,6.2,146,774,270,"NO","YES","YES","YES"
"749",38195," Gasoline",1595,156,250,8.5,5.8,136,1017,163,"NO","YES","NO","YES"
"750",45910," Gasoline",1796,184,270,8.2,6.6,154,894,285,"NO","YES","NO","YES"
"751",57850," Diesel",2143,170,400,8.4,4.4,117,1341,115,"NO","YES","NO","YES"
"752",145829," Gasoline",6208,457,600,4.4,12,280,550,1042,"NO","YES","NO","YES"
"753",35550," Gasoline",1595,156,250,8.2,5,116,960,114,"NO","YES","YES","YES"
"754",35910," Diesel",1598,116,280,11.1,3.8,99,1263,89,"NO","YES","YES","YES"
"755",45230," Diesel",1598,136,300,9.7,3.8,99,1263,89,"NO","YES","YES","YES"
"756",41280," Gasoline",1991,184,300,7.5,5.3,123,906,148,"NO","YES","YES","YES"
"757",54750," Hybrid-Plug-in",1991,320,700,5.4,1.4,39,3571,0,"NO","YES","YES","YES"
"759",51480," Diesel",2143,170,400,8.1,4,103,1200,101,"NO","YES","YES","YES"
"760",33300," Diesel",1461,109,260,11.6,3.9,102,1436,100,"NO","YES","YES","YES"
"761",32250," Gasoline",1595,122,200,9.3,5.4,126,1037,151,"NO","YES","YES","YES"
"762",35499," Gasoline",1595,156,250,8.6,5.4,126,1037,151,"NO","YES","YES","YES"
"763",46390," Diesel",1796,136,300,9.4,4.2,109,1333,107,"NO","YES","YES","YES"
"764",80500," Gasoline",1991,360,450,4.6,6.9,161,812,394,"NO","YES","YES","YES"
"765",51500," Diesel",2143,177,350,7.7,4,104,1400,102,"NO","YES","YES","YES"
"766",35480," Diesel",1461,109,260,11.6,4,101,1400,99,"NO","YES","YES","YES"
"767",34530," Gasoline",1595,122,200,9.4,5.5,128,1018,154,"NO","YES","YES","YES"
"768",39980," Gasoline",1595,156,250,8.8,5.6,130,1000,156,"NO","YES","YES","YES"
"769",47930," Gasoline",1991,211,350,6.9,5.5,128,1018,154,"NO","YES","YES","YES"
"770",82040," Gasoline",1991,360,450,4.7,6.9,161,812,394,"NO","YES","YES","YES"
"771",49020," Diesel",2143,136,300,9.5,4.1,108,1366,106,"NO","YES","YES","YES"
"772",53070," Diesel",2143,177,350,8.3,4,105,1400,103,"NO","YES","YES","YES"
"773",69346," Gasoline",1991,184,270,8.8,7.4,172,892,421,"NO","YES","NO","YES"
"774",61682," Gasoline",1991,184,270,8.5,7.1,164,930,402,"NO","YES","NO","YES"
"775",79084," Gasoline",3498,292,365,6.3,8.5,199,776,553,"NO","YES","YES","YES"
"776",59914," Gasoline",1796,184,270,8.7,7.7,179,766,439,"NO","YES","YES","YES"
"777",67633," Diesel",1950,194,400,7.3,3.9,102,1513,100,"NO","YES","YES","YES"
"778",58941," Gasoline",1991,184,300,7.7,5.9,132,1000,158,"NO","YES","YES","YES"
"779",83312," Diesel",2987,258,620,5.9,5.1,133,1157,160,"NO","YES","YES","YES"
"781",158220," Diesel",2987,211,540,8.8,11.2,295,857,1097,"NO","YES","YES","YES"
"782",184900," Gasoline",5461,388,530,6.1,14.9,348,644,1295,"NO","YES","YES","YES"
"783",35850," Gasoline",1332,163,250,8.7,5.7,130,754,156,"NO","YES","YES","YES"
"789",59070," Gasoline",1991,211,350,7.3,6.5,152,1015,281,"NO","YES","YES","YES"
"790",61980," Diesel",2143,204,500,7.6,5,129,1000,155,"NO","YES","YES","YES"
"791",105400," Diesel",2987,258,620,7.3,6.9,180,1348,441,"NO","YES","YES","YES"
"792",133740," Diesel",2987,258,620,7.8,7.1,185,1577,514,"NO","YES","YES","YES"
"793",141392," Diesel",2987,258,620,6.8,5.5,146,1636,270,"NO","YES","YES","YES"
"794",283760," Gasoline",5513,517,830,4.6,14.1,329,638,1224,"NO","YES","YES","YES"
"795",35028," Diesel",2298,163,403,12.5,7.4,195,1122,542,"YES","NO","NO","NO"
"796",37255," Diesel",2298,163,403,12.9,7.6,200,1092,556,"YES","NO","NO","NO"
"797",38355," Diesel",2298,190,450,10.9,7.7,192,1078,534,"YES","NO","NO","YES"
